filepath,testclass,testname,assertion_type,line_number,assert_string
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_coupling_invertibility,assert_true,209,"self.assertTrue(np.allclose(diff, 0.0, atol=1e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_coupling_invertibility,assert_true,210,"self.assertTrue(np.allclose(logabsdet_sum, 0.0, atol=1e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_split,assert_true,228,"self.assertTrue(np.allclose(diff, 0.0, atol=1e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_split,assert_true,229,"self.assertTrue(np.allclose(log_p_diff, 0.0, atol=1e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_flow_invertibility,assert_true,248,"self.assertTrue(np.allclose(diff, 0.0, atol=2e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_flow_invertibility,assert_true,249,"self.assertTrue(np.allclose(logabsdet_sum, 0.0, atol=7e-05))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_aaa_glow_training,assert_true,324,"self.assertTrue(np.allclose(diff, 0.0, atol=0.0001), msg=np.max(np.abs(diff)))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_aaa_glow_training,assert_true,326,"self.assertTrue(np.allclose(log_ps_diff, 0.0, atol=0.0001), msg=np.max(np.abs(log_ps_diff)))"
tensor2tensor/tensor2tensor/layers/transformer_glow_layers_test.py,TransformerGlowLayersTest,test_aaa_glow_training,assert_true,328,"self.assertTrue(np.allclose(logabsdets_sum, 0.0, atol=0.0001), msg=np.max(np.abs(logabsdets_sum)))"
tensor2tensor/tensor2tensor/layers/latent_layers_test.py,LatentLayersTest,testComputeBitsAndNats,assert_allclose,109,"self.assertAllClose(nats_per_dim_py, bits_per_dim_conv_py)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testAttentionBiasLocal,assert_allclose,55,"self.assertAllClose(res, expected_res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testHardenAttentionAllZeros,assert_allclose,93,"self.assertAllClose(res, x)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testAddTimingSignalsGivenPositions,assert_allclose,118,"self.assertAllClose(common_attention.add_timing_signals_given_positions(x, [x_positions, y_positions]), tf.constant([[[math.sin(0), math.sin(0 * 0.0001), math.cos(0), math.cos(0 * 0.0001), math.sin(4), math.sin(4 * 0.0001), math.cos(4), math.cos(4 * 0.0001)], [math.sin(1), math.sin(1 * 0.0001), math.cos(1), math.cos(1 * 0.0001), math.sin(5), math.sin(5 * 0.0001), math.cos(5), math.cos(5 * 0.0001)], [math.sin(2), math.sin(2 * 0.0001), math.cos(2), math.cos(2 * 0.0001), math.sin(6), math.sin(6 * 0.0001), math.cos(6), math.cos(6 * 0.0001)], [math.sin(3), math.sin(3 * 0.0001), math.cos(3), math.cos(3 * 0.0001), math.sin(7), math.sin(7 * 0.0001), math.cos(7), math.cos(7 * 0.0001)]]]))"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testRightShiftBlockwiseND,assert_allclose,238,"self.assertAllClose(expected_val, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,softmax,assert_allclose,292,"self.assertAllClose(expected_val, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testSelectBlockForDecodeStep,assert_allclose,302,"self.assertAllClose(expected_value, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testFlattenBlocksND,assert_allclose,313,"self.assertAllClose(res.shape, (shape[0], np.prod(shape[1:-2]), shape[-2], shape[-1]))"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testUnflattenBlocksND,assert_allclose,325,"self.assertAllClose(res.shape, (2,) + blocks_per_dim + (6, 10))"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testBreakIntoMemoryBlocksND,assert_allclose,362,"self.assertAllClose(expected_value, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testBreakIntoBlocksND,assert_allclose,379,"self.assertAllClose(expected_value, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testPutBackBlocksND,assert_allclose,396,"self.assertAllClose(expected_value, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testPadToMultipleND,assert_allclose,407,"self.assertAllClose(res.shape, expected_shape)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testCausalAttentionBiasND,assert_allclose,419,"self.assertAllClose(expected_val, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadAttentionND,assert_allclose,439,"self.assertAllClose(res.shape, tensor_shape[:-1] + (256,))"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testDecodeStepToIndex,assert_allclose,450,"self.assertAllClose(res, expected_index)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetItemAtDecodeStep,assert_allclose,458,"self.assertAllClose(expected_value, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testPutItemAtDecodeStep,assert_allclose,468,"self.assertAllClose(expected_val, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,631,"self.assertAllClose(y, y_forget)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,632,"self.assertAllClose(dwo, dwo_f)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,633,"self.assertAllClose(dwqkv, dwqkv_f)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,634,"self.assertAllClose(dnorm_scale, dnorm_scale_f)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,635,"self.assertAllClose(dnorm_bias, dnorm_bias_f)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testMultiheadSelfAttentionMemoryEfficient,assert_allclose,636,"self.assertAllClose(dx, dx_f)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,test2dGatherAndScatterInvertibility,assert_allclose,655,"self.assertAllClose(x, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,test2dBlockRasterScanMask,assert_allclose,678,"self.assertAllClose(correct_mask, res)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,test2dGather,assert_allclose,717,"self.assertAllClose(correct_gathered_x, gathered_x)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetMemoryRegion,assert_allclose,793,"self.assertAllClose(correct_x_flange, x_flange)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetMemoryRegion,assert_allclose,794,"self.assertAllClose(correct_x_center, x_center)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetShiftedCenterBlocks,assert_allclose,859,"self.assertAllClose(correct_gathered_x, gathered_x)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testExtractblocks,assert_allclose,965,"self.assertAllClose(res, out)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGet2dLocalMemory,assert_allclose,1026,"self.assertAllClose(res, out)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testSplitAlongWidth,assert_allclose,1069,"self.assertAllClose(res_l, out_l)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testSplitAlongWidth,assert_allclose,1070,"self.assertAllClose(res_r, out_r)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetLeftRightBlocks,assert_allclose,1124,"self.assertAllClose(res_l, out_l)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testGetLeftRightBlocks,assert_allclose,1125,"self.assertAllClose(res_r, out_r)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testDotProductUnmaskedAttentionLocal2dTpu,assert_allclose,1212,"self.assertAllClose(res, out)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testDotProductUnmaskedAttentionLocal2dTpuSimple,assert_allclose,1280,"self.assertAllClose(res, out)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testDotProductUnMaskedAttentionRelative2d,assert_allclose,1378,"self.assertAllClose(res, att_output)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testDotProductUnMaskedAttentionRelative2dSharedOneRow,assert_allclose,1413,"self.assertAllClose(res, att_output)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testBiasBatchCoordinates,assert_allclose,1557,"self.assertAllClose(self.evaluate(bias), ground_truth)"
tensor2tensor/tensor2tensor/layers/common_attention_test.py,CommonAttentionTest,testBiasFuture,assert_allclose,1581,"self.assertAllClose(self.evaluate(bias), ground_truth)"
tensor2tensor/tensor2tensor/layers/common_video_test.py,CommonVideoTest,testScheduledSampleProbMid,assert_almost_equal,54,"self.assertAlmostEqual(positive_count / 1000.0, 0.5, places=1)"
tensor2tensor/tensor2tensor/layers/common_video_test.py,CommonVideoTest,testGifSummary,assert_true,124,self.assertTrue(summary.value[0].HasField('image'))
tensor2tensor/tensor2tensor/layers/common_video_test.py,CommonVideoTest,check_if_patch_exists,assert_true,137,self.assertTrue(np.any(is_present))
tensor2tensor/tensor2tensor/layers/common_video_test.py,CommonVideoTest,testExtractRandomVideoPatch,assert_true,166,"self.assertTrue(np.allclose(video_np, video_patch_np))"
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testIntToBitZeros,assert_true,59,self.assertTrue(np.all(d == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testIntToBitOnes,assert_true,67,self.assertTrue(np.all(d == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testProjectHidden,assert_true,81,self.assertTrue(np.all(x_projected_eval == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testSliceHiddenZeros,assert_true,92,self.assertTrue(np.all(x_sliced_eval == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testSliceHiddenOnes,assert_true,103,self.assertTrue(np.all(x_sliced_eval == 1))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testNearestNeighbors,assert_true,118,self.assertTrue(np.all(x_means_hot_eval == x_means_hot_test))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testGetVQBottleneck,assert_true,133,self.assertTrue(np.all(sess.run(means_new) == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testGetVQBottleneck,assert_true,134,self.assertTrue(np.all(sess.run(ema_count) == 0))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testVQNearestNeighbors,assert_true,145,self.assertTrue(np.all(x_means_hot_eval == x_means_hot_test))
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testDiscreteBottleneckVQ,assert_true,203,"self.assertTrue(np.all(means_eval == np.zeros((1, 1, 2 ** z_size, hidden_size))))"
tensor2tensor/tensor2tensor/layers/discretization_test.py,DiscretizationTest,testDiscreteBottleneckVQCond,assert_allclose,240,"self.assertAllClose(means_eval, np.zeros((1, 1, 2 ** z_size, hidden_size)))"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testSaturatingSigmoid,assert_allclose,51,"self.assertAllClose(res, [0.0, 0.0, 0.5, 1.0, 1.0])"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testShakeShake,assert_allclose,76,"self.assertAllClose(res, inp)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testApplyNormNone,assert_allclose,314,"self.assertAllClose(actual, x1, atol=0.001)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testNALUzeros,assert_true,431,self.assertTrue(np.all(np.isfinite(actual)))
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testPaddingCrossEntropyFactored,assert_allclose,465,"self.assertAllClose(num, num_f)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testPaddingCrossEntropyFactored,assert_allclose,466,"self.assertAllClose(den, den_f)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testPaddingCrossEntropyFactoredGrad,assert_allclose,503,"self.assertAllClose(actual_df, actual_df_factored)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testPaddingCrossEntropyFactoredGrad,assert_allclose,504,"self.assertAllClose(actual_dw, actual_dw_factored)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testDmlLoss,assert_allclose,529,"self.assertAllClose(actual_loss_val, expected_loss_val)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testWeightsMultiProblemAll,assert_allclose,546,"self.assertAllClose(expected_mask, actual_mask_eval)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testWeightsMultiProblem,assert_allclose,563,"self.assertAllClose(expected_mask, actual_mask_eval)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testDiscretizedMixLogisticLoss,assert_allclose,600,"self.assertAllClose(actual_loss_val, expected_loss_val, rtol=1e-05)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testSampleFromDiscretizedMixLogistic,assert_allclose,628,"self.assertAllClose(actual_sample_val, expected_sample_val, atol=0.01)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,673,"self.assertAllClose(y, y_forget)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,674,"self.assertAllClose(df2, df2_f, rtol=2e-06, atol=2e-06)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,675,"self.assertAllClose(df1, df1_f, rtol=2e-06, atol=2e-06)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,676,"self.assertAllClose(dnorm_scale, dnorm_scale_f)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,677,"self.assertAllClose(dnorm_bias, dnorm_bias_f)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testConvHiddenReluMemoryEfficient,assert_allclose,678,"self.assertAllClose(dx, dx_f)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,CommonLayersTest,testSpectralNorm,assert_true,838,"self.assertTrue(np.allclose(s[0], 1.0, rtol=0.1))"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,FnWithCustomGradTest,grad_fn,assert_allclose,885,"self.assertAllClose(out_val, custom_out_val)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,FnWithCustomGradTest,grad_fn,assert_allclose,887,"self.assertAllClose(g1, g2)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,FnWithCustomGradTest,grad_fn,assert_allclose,917,"self.assertAllClose(g1, g2)"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,RecomputeTest,fn_recompute,assert_allclose,963,"self.assertAllClose(outs[0], outs[1])"
tensor2tensor/tensor2tensor/layers/common_layers_test.py,RecomputeTest,fn_recompute,assert_allclose,965,"self.assertAllClose(g1, g2)"
tensor2tensor/tensor2tensor/utils/trainer_lib_test.py,TrainerLibTest,testModel,assert_true,92,self.assertTrue('training' in losses)
tensor2tensor/tensor2tensor/utils/trainer_lib_test.py,TrainerLibTest,body,assert_true,142,self.assertTrue('training' in losses)
tensor2tensor/tensor2tensor/utils/rouge_test.py,TestRouge2Metric,testRouge2Identical,assert_allclose,35,"self.assertAllClose(rouge.rouge_n(hypotheses, references), 1.0, atol=0.001)"
tensor2tensor/tensor2tensor/utils/rouge_test.py,TestRouge2Metric,testRouge2PartialOverlap,assert_allclose,49,"self.assertAllClose(rouge.rouge_n(hypotheses, references), 0.53, atol=0.001)"
tensor2tensor/tensor2tensor/utils/rouge_test.py,TestRougeLMetric,testRougeLIdentical,assert_allclose,60,"self.assertAllClose(rouge.rouge_l_sentence_level(hypotheses, references), 1.0, atol=0.001)"
tensor2tensor/tensor2tensor/utils/rouge_test.py,TestRougeLMetric,testRougeLPartialOverlap,assert_allclose,75,"self.assertAllClose(rouge.rouge_l_sentence_level(hypotheses, references), 0.837, atol=0.001)"
tensor2tensor/tensor2tensor/utils/video_metrics_test.py,VideoMetricsTest,test_reduce_to_best_decode,assert_true,53,"self.assertTrue(np.allclose(best_decode, exp_best_decode))"
tensor2tensor/tensor2tensor/utils/video_metrics_test.py,VideoMetricsTest,test_reduce_to_best_decode,assert_true,54,"self.assertTrue(np.allclose(worst_decode, exp_worst_decode))"
tensor2tensor/tensor2tensor/utils/video_metrics_test.py,VideoMetricsTest,test_reduce_to_best_decode,assert_true,55,"self.assertTrue(np.allclose(best_decode_ind, [0, 1, 1]))"
tensor2tensor/tensor2tensor/utils/video_metrics_test.py,VideoMetricsTest,test_reduce_to_best_decode,assert_true,56,"self.assertTrue(np.allclose(worst_decode_ind, [1, 0, 0]))"
tensor2tensor/tensor2tensor/utils/hparam_test.py,HParamsTest,testContains,assert_true,39,self.assertTrue('foo' in hparams)
tensor2tensor/tensor2tensor/utils/hparam_test.py,HParamsTest,testContains,assert_false,40,self.assertFalse('bar' in hparams)
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testStop,assert_true,85,self.assertTrue('' in dummy.test_metrics)
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testStop,assert_true,87,self.assertTrue('global_step_1' in metrics)
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testStop,assert_true,89,self.assertTrue(len(steps) == len(vals))
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testStop,assert_true,90,self.assertTrue(len(steps) >= 2)
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testPlateauOpHook,assert_true,182,self.assertTrue(sess.run(indicator) < 1)
tensor2tensor/tensor2tensor/utils/metrics_hook_test.py,MetricsHookTest,testPlateauOpHook,assert_true,192,self.assertTrue(sess.run(indicator) > 1)
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testAccuracyMetric,assert_almost_equal,40,"self.assertAlmostEqual(actual, expected)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testAccuracyTopKMetric,assert_almost_equal,56,"self.assertAlmostEqual(actual1, expected)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testAccuracyTopKMetric,assert_almost_equal,57,"self.assertAlmostEqual(actual2, 1.0)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testPrefixAccuracy,assert_almost_equal,77,"self.assertAlmostEqual(expected_accuracy, accuracy_value)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testTwoClassAccuracyMetric,assert_almost_equal,102,"self.assertAlmostEqual(actual, expected)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testTwoClassLogLikelihood,assert_almost_equal,112,"self.assertAlmostEqual(actual, expected)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,alt_two_class_log_likelihood_impl,assert_almost_equal,135,"self.assertAlmostEqual(new_impl, alt_impl)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testSequenceEditDistanceMetric,assert_almost_equal,181,"self.assertAlmostEqual(actual_scores, 3.0 / 13)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testWordErrorRateMetric,assert_almost_equal,218,"self.assertAlmostEqual(round(actual_wer, places), expected_wer, places)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testSigmoidCrossEntropyOneHot,assert_almost_equal,371,"self.assertAlmostEqual(s, 0.688, places=3)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testRocAuc,assert_almost_equal,394,"self.assertAlmostEqual(s, 0.75, places=3)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testMultilabelMatch3,assert_almost_equal,416,"self.assertAlmostEqual(actual, expected, places=6)"
tensor2tensor/tensor2tensor/utils/metrics_test.py,MetricsTest,testPearsonCorrelationCoefficient,assert_almost_equal,430,"self.assertAlmostEqual(actual, expected)"
tensor2tensor/tensor2tensor/utils/sari_hook_test.py,SariHookTest,testSariSent1,assert_almost_equal,51,"self.assertAlmostEqual(0.269536, score)"
tensor2tensor/tensor2tensor/utils/sari_hook_test.py,SariHookTest,testSariSent2,assert_almost_equal,58,"self.assertAlmostEqual(0.6170966, score)"
tensor2tensor/tensor2tensor/utils/sari_hook_test.py,SariHookTest,testSariSent3,assert_almost_equal,65,"self.assertAlmostEqual(0.5088682, score)"
tensor2tensor/tensor2tensor/utils/sari_hook_test.py,SariHookTest,testKeepScore,assert_almost_equal,102,"self.assertAlmostEqual(6.0 / 15, score)"
tensor2tensor/tensor2tensor/utils/diet_test.py,DietVarTest,model_fn2,assert_allclose,60,"self.assertAllClose(old, new)"
tensor2tensor/tensor2tensor/utils/beam_search_test.py,BeamSearchTest,testComputeTopkScoresAndSeq,assert_allclose,75,"self.assertAllClose(exp_scores, topk_scores)"
tensor2tensor/tensor2tensor/utils/beam_search_test.py,BeamSearchTest,symbols_to_logits,assert_allclose,130,"self.assertAllClose([[0.7 * 0.6]], np.exp(probs))"
tensor2tensor/tensor2tensor/utils/beam_search_test.py,BeamSearchTest,symbols_to_logits,assert_allclose,167,"self.assertAllClose([0.8 * 0.5], np.exp(first_probs))"
tensor2tensor/tensor2tensor/utils/beam_search_test.py,BeamSearchTest,symbols_to_logits,assert_allclose,201,"self.assertAllClose([[0.8 * 0.5, 0.8 * 0.4 * 0.9]], np.exp(probs))"
tensor2tensor/tensor2tensor/utils/beam_search_test.py,BeamSearchTest,symbols_to_logits,assert_allclose,230,"self.assertAllClose([[0.7 * 0.5]], np.exp(probs))"
