filepath,testclass,testname,assertion_type,line_number,assert_string
sonnet/sonnet/src/recurrent_test.py,GRUTest,testComputationAgainstNumPy,assert_allclose,471,"self.assertAllClose(self.evaluate(next_state), expected_state, atol=atol)"
sonnet/sonnet/src/recurrent_test.py,GRUTest,testInitialization,assert_allclose,493,"self.assertAllClose(self.evaluate(v), self.evaluate(tf.ones_like(v)))"
sonnet/sonnet/src/recurrent_test.py,CuDNNGRUTest,cudnn_compatible_gru_fn,assert_allclose,547,"self.assertAllClose(outputs, expected_outputs)"
sonnet/sonnet/src/recurrent_test.py,CuDNNGRUTest,cudnn_compatible_gru_fn,assert_allclose,548,"self.assertAllClose(states[-1], expected_final_state)"
sonnet/sonnet/src/recurrent_test.py,CuDNNGRUTest,testInitialization,assert_allclose,570,"self.assertAllClose(self.evaluate(v), self.evaluate(tf.ones_like(v)))"
sonnet/sonnet/src/recurrent_test.py,TrainableStateTest,testMasked,assert_allclose,657,"self.assertAllClose(s, tf.zeros_like(s))"
sonnet/sonnet/src/recurrent_test.py,TrainableStateTest,testForCore,assert_allclose,662,"self.assertAllClose(trainable_state(batch_size=42), core.initial_state(batch_size=42))"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testFlat,assert_allclose,703,"self.assertAllClose(output_sequence, [inputs * (h + t) for t, inputs in enumerate(input_sequence)])"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testFlat,assert_allclose,706,"self.assertAllClose(final_state, (tf.cast(self.num_steps, tf.float32), h))"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testNestedInputs,assert_allclose,720,"self.assertAllClose(output_sequence, [inputs * (h + t) for t, inputs in enumerate(input_sequence)])"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testNestedInputs,assert_allclose,723,"self.assertAllClose(final_state, (tf.cast(self.num_steps, tf.float32), h))"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testNestedOutputs,assert_allclose,739,"self.assertAllClose(output_sequence, (expected_outputs,) * num_replicas)"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testNestedOutputs,assert_allclose,740,"self.assertAllClose(final_state, (tf.cast(self.num_steps, tf.float32), h))"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,assertConsistentWithLength,assert_allclose,816,"self.assertAllClose(output_sequence[t, b], output_sequence[t - 1, b])"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testVariableLengthAllFull,assert_allclose,832,"self.assertAllClose(output_sequence, expected_output_sequence)"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testVariableLengthAllFull,assert_allclose,833,"self.assertAllClose(final_state, expected_final_state)"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testVariableLengthAllEmpty,assert_allclose,846,"self.assertAllClose(output_sequence, tf.zeros_like(output_sequence))"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testVariableLengthAllEmpty,assert_allclose,848,"self.assertAllClose(final_state[0], self.num_steps)"
sonnet/sonnet/src/recurrent_test.py,UnrollTest,testVariableLengthAllEmpty,assert_allclose,849,"self.assertAllClose(final_state[1], initial_state[1])"
sonnet/sonnet/src/deferred_test.py,DeferredTest,test_delattr,assert_true,70,"self.assertTrue(hasattr(mod.target, 'w'))"
sonnet/sonnet/src/deferred_test.py,DeferredTest,test_delattr,assert_false,72,"self.assertFalse(hasattr(mod.target, 'w'))"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testCall,assert_allclose,28,"self.assertAllClose(ema(3.0).numpy(), 3.0)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testCall,assert_allclose,29,"self.assertAllClose(ema(6.0).numpy(), 5.0)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testUpdateAndValue,assert_allclose,34,"self.assertAllClose(ema.value.numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testUpdateAndValue,assert_allclose,37,"self.assertAllClose(ema.value.numpy(), 5.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testReset,assert_allclose,41,"self.assertAllClose(ema(3.0).numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testReset,assert_allclose,47,"self.assertAllClose(ema(3.0).numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testResetVector,assert_allclose,55,"self.assertAllClose(ema.value.numpy(), tf.zeros_like(random_input))"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testValueEqualsLatestUpdate,assert_allclose,61,"self.assertAllClose(ema(3.0).numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testValueEqualsLatestUpdate,assert_allclose,62,"self.assertAllClose(ema.value.numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testValueEqualsLatestUpdate,assert_allclose,64,"self.assertAllClose(ema(6.0).numpy(), 5.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testValueEqualsLatestUpdate,assert_allclose,65,"self.assertAllClose(ema.value.numpy(), 5.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testWithTFFunction,assert_allclose,75,"self.assertAllClose(ema_1(x).numpy(), ema_func(x).numpy(), atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testResetWithTFFunction,assert_allclose,82,"self.assertAllClose(ema_func(3.0).numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/moving_averages_test.py,ExponentialMovingAverageTest,testResetWithTFFunction,assert_allclose,87,"self.assertAllClose(ema_func(3.0).numpy(), 3.0, atol=0.001, rtol=1e-05)"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testFunction,assert_allclose,95,"self.assertAllClose(self.evaluate(y1), self.evaluate(y2), atol=0.0001)"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testComputationSame,assert_allclose,172,"self.assertAllClose(np.reshape(out.numpy(), [5, 5]), expected_out)"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testComputationValid,assert_allclose,190,"self.assertAllClose(np.reshape(out.numpy(), [3, 3]), expected_out)"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testComputationValidMultiChannel,assert_allclose,207,"self.assertAllClose(np.reshape(out.numpy(), [3, 3, 3]), expected_out)"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testSharing,assert_allclose,223,"self.assertAllClose(conv1(x1), conv1(x2))"
sonnet/sonnet/src/depthwise_conv_test.py,DepthwiseConvTest,testSharing,assert_allclose,231,"self.assertAllClose(conv1(x1), conv1(x2))"
sonnet/sonnet/src/batch_norm_test.py,BaseBatchNormTest,testUsingTestStats,assert_allclose,181,"self.assertAllClose(x, 2.0, rtol=1e-05, atol=0.001)"
sonnet/sonnet/src/linear_test.py,LinearTest,testCallMultiBatch,assert_allclose,106,"self.assertAllClose(tf_output, np_output, atol=0.01, rtol=0.05)"
sonnet/sonnet/src/linear_test.py,LinearTest,testFunction,assert_allclose,123,"self.assertAllClose(self.evaluate(y1), self.evaluate(y2), atol=0.0001)"
sonnet/sonnet/src/leaky_clip_by_value_test.py,LeakyClipByValueTest,test_leaky_clip_by_value_backward,assert_greater_equal,56,"self.assertGreaterEqual(clip_t_value, min_val)"
sonnet/sonnet/src/leaky_clip_by_value_test.py,LeakyClipByValueTest,test_leaky_clip_by_value_backward,assert_less_equal,57,"self.assertLessEqual(clip_t_value, max_val)"
sonnet/sonnet/src/pad_test.py,PadTest,test_same_padding,assert_allclose,76,"self.assertAllClose(y1.numpy(), y2.numpy())"
sonnet/sonnet/src/dropout_test.py,DropoutTest,test_sum_close,assert_allclose,31,"self.assertAllClose(tf.reduce_sum(mod(x, is_training=True)), tf.reduce_sum(mod(x, is_training=False)), rtol=rtol)"
sonnet/sonnet/src/dropout_test.py,DropoutTest,test_dropout_rate,assert_allclose,47,"self.assertAllClose(kept, 1000 * keep_prob, rtol=rtol)"
sonnet/sonnet/src/conv_test.py,ConvTest,padding_func,assert_true,57,"self.assertTrue(getattr(padding_func, 'called', False))"
sonnet/sonnet/src/conv_test.py,ConvTest,testFunction,assert_allclose,150,"self.assertAllClose(self.evaluate(y1), self.evaluate(y2), atol=0.0001)"
sonnet/sonnet/src/conv_test.py,Conv2DTest,testComputationPaddingSame,assert_allclose,244,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_test.py,Conv2DTest,testComputationPaddingValid,assert_allclose,265,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_test.py,Conv1DTest,testComputationPaddingSame,assert_allclose,289,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_test.py,Conv1DTest,testComputationPaddingValid,assert_allclose,310,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_test.py,Conv3DTest,testComputationPaddingSame,assert_allclose,341,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_test.py,Conv3DTest,testComputationPaddingValid,assert_allclose,364,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/initializers_test.py,InitializersTest,assertDifferentInitializerValues,assert_false,38,"self.assertFalse(np.allclose(t1, t2, rtol=1e-15, atol=1e-15))"
sonnet/sonnet/src/initializers_test.py,OrthogonalInitializerTest,testShapesValues,assert_allclose,358,"self.assertAllClose(np.dot(t.T, t), np.eye(t.shape[1]), rtol=tol, atol=tol)"
sonnet/sonnet/src/initializers_test.py,OrthogonalInitializerTest,testShapesValues,assert_allclose,361,"self.assertAllClose(np.dot(t, t.T), np.eye(t.shape[0]), rtol=tol, atol=tol)"
sonnet/sonnet/src/initializers_test.py,VarianceScalingInitializerTest,testWithTFFunction,assert_allclose,514,"self.assertAllClose(expected, x)"
sonnet/sonnet/src/initializers_test.py,VarianceScalingInitializerTest,testBatchAgnostic,assert_allclose,530,"self.assertAllClose(expected, x)"
sonnet/sonnet/src/regularizers_test.py,L1Test,l1,assert_allclose,32,"self.assertAllClose(regularizer(tensors), sum((l1(regularizer.scale, self.evaluate(t)) for t in tensors)))"
sonnet/sonnet/src/regularizers_test.py,L1Test,testEmpty,assert_allclose,41,"self.assertAllClose(regularizers.L1(0.01)([]), 0.0)"
sonnet/sonnet/src/regularizers_test.py,L2Test,l2,assert_allclose,53,"self.assertAllClose(regularizer(tensors), sum((l2(regularizer.scale, self.evaluate(t)) for t in tensors)))"
sonnet/sonnet/src/regularizers_test.py,L2Test,testEmpty,assert_allclose,62,"self.assertAllClose(regularizers.L2(0.01)([]), 0.0)"
sonnet/sonnet/src/regularizers_test.py,OffDiagonalOrthogonalTest,odo,assert_allclose,76,"self.assertAllClose(regularizer(tensors), sum((odo(regularizer.scale, self.evaluate(t)) for t in tensors)), atol=atol)"
sonnet/sonnet/src/regularizers_test.py,OffDiagonalOrthogonalTest,testEmpty,assert_allclose,86,"self.assertAllClose(regularizers.OffDiagonalOrthogonal(0.01)([]), 0.0)"
sonnet/sonnet/src/mixed_precision_test.py,DummyVar,check_type,assert_true,35,self.assertTrue(self.x.dtype == dtype)
sonnet/sonnet/src/mixed_precision_test.py,DummyVar,check_type_structure,assert_true,40,self.assertTrue(y.dtype == dtype)
sonnet/sonnet/src/mixed_precision_test.py,MixedPrecisionClassTest,test_float16_mode_nested_eligible_class,assert_true,107,self.assertTrue(tree.is_nested(z))
sonnet/sonnet/src/mixed_precision_test.py,MixedPrecisionTest,fwd_func,assert_true,334,self.assertTrue(x.dtype.is_integer)
sonnet/sonnet/src/mixed_precision_test.py,MixedPrecisionTest,fwd_func,assert_true,338,self.assertTrue(x.dtype.is_integer)
sonnet/sonnet/src/mixed_precision_test.py,MixedPrecisionTest,fwd_func,assert_true,341,self.assertTrue(fwd_func(x).dtype.is_integer)
sonnet/sonnet/src/mixed_precision_test.py,MixedPrecisionTest,fwd_func,assert_true,342,self.assertTrue(fwd_func(x).dtype.is_integer)
sonnet/sonnet/src/mixed_precision_test.py,DummyCall,__call__,assert_true,372,self.assertTrue(self.y.dtype == dtype)
sonnet/sonnet/src/mixed_precision_test.py,DummyCall,__call__,assert_true,373,self.assertTrue(x.dtype == dtype)
sonnet/sonnet/src/reshape_test.py,ReshapeTest,testReverse,assert_allclose,118,"self.assertAllClose(output_r_np, input_np)"
sonnet/sonnet/src/parallel_linear_test.py,ParallelLinearTest,test_behaves_same_as_stacked_linears,assert_allclose,49,"self.assertAllClose(parallel_outputs.numpy(), stacked_outputs.numpy())"
sonnet/sonnet/src/conv_transpose_test.py,ConvTransposeTest,testGraphConv,assert_allclose,109,"self.assertAllClose(self.evaluate(y1), self.evaluate(y2), atol=0.0001)"
sonnet/sonnet/src/conv_transpose_test.py,ConvTransposeTest,testInitializerVariance,assert_less,210,"self.assertLess(rel_diff, 0.5)"
sonnet/sonnet/src/conv_transpose_test.py,Conv2DTransposeTest,testComputationPaddingSame,assert_allclose,235,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_transpose_test.py,Conv2DTransposeTest,testComputationPaddingValid,assert_allclose,258,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_transpose_test.py,Conv1DTransposeTest,testComputationPaddingSame,assert_allclose,296,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_transpose_test.py,Conv1DTransposeTest,testComputationPaddingValid,assert_allclose,318,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_transpose_test.py,Conv3DTransposeTest,testComputationPaddingSame,assert_allclose,345,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/conv_transpose_test.py,Conv3DTransposeTest,testComputationPaddingValid,assert_allclose,373,"self.assertAllClose(self.evaluate(out), expected_out)"
sonnet/sonnet/src/axis_norm_test.py,LayerNormTest,testDataFormatAgnosticVar,assert_allclose,78,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy())"
sonnet/sonnet/src/axis_norm_test.py,LayerNormTest,testDataFormatAgnosticTensor,assert_allclose,125,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy())"
sonnet/sonnet/src/axis_norm_test.py,LayerNormTest,test5DDataFormatAgnostic,assert_allclose,274,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy(), atol=1e-05, rtol=1e-05)"
sonnet/sonnet/src/axis_norm_test.py,LayerNormTest,test3DDataFormatAgnostic,assert_allclose,297,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy(), atol=1e-05, rtol=1e-05)"
sonnet/sonnet/src/custom_getter_test.py,DoctestTest,testDoctest,assert_greater,49,"self.assertGreater(num_attempted, 0, 'No doctests found.')"
sonnet/sonnet/src/group_norm_test.py,GroupNormTest,testDataFormatAgnosticVar,assert_allclose,78,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy())"
sonnet/sonnet/src/group_norm_test.py,GroupNormTest,testDataFormatAgnosticTensor,assert_allclose,121,"self.assertAllClose(c_last_output, c_first_output, rtol=1e-05)"
sonnet/sonnet/src/group_norm_test.py,GroupNormTest,test5DDataFormatAgnostic,assert_allclose,293,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy(), atol=1e-05, rtol=1e-05)"
sonnet/sonnet/src/group_norm_test.py,GroupNormTest,test3DDataFormatAgnostic,assert_allclose,313,"self.assertAllClose(c_last_output.numpy(), c_first_output.numpy(), atol=1e-05, rtol=1e-05)"
sonnet/sonnet/src/optimizers/optimizer_tests.py,OptimizerTestBase,testNoneUpdate,assert_allclose,58,"self.assertAllClose(1.0, parameters[0].numpy())"
sonnet/sonnet/src/optimizers/optimizer_tests.py,AbstractFuzzTest,assertParametersRemainClose,assert_allclose,140,"self.assertAllClose(tf_p, snt_p, atol=atol, msg=msg)"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testDense,assert_allclose,65,"self.assertAllClose([[0.999, 1.999], [2.999, 3.999]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testDense,assert_allclose,69,"self.assertAllClose([[0.998, 1.998], [2.998, 3.998]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testDense,assert_allclose,73,"self.assertAllClose([[0.997, 1.997], [2.997, 3.997]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,97,"self.assertAllClose([[0.999], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,98,"self.assertAllClose([[3.0], [3.999]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,100,"self.assertAllClose(tf_parameters[0].numpy(), parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,101,"self.assertAllClose(tf_parameters[1].numpy(), parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,104,"self.assertAllClose([[0.998], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,105,"self.assertAllClose([[3.0], [3.998]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,107,"self.assertAllClose(tf_parameters[0].numpy(), parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,108,"self.assertAllClose(tf_parameters[1].numpy(), parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,111,"self.assertAllClose([[0.997], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,112,"self.assertAllClose([[3.0], [3.997]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,114,"self.assertAllClose(tf_parameters[0].numpy(), parameters[0].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testSparse,assert_allclose,115,"self.assertAllClose(tf_parameters[1].numpy(), parameters[1].numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testVariableHyperParams,assert_allclose,123,"self.assertAllClose([[0.999, 1.999], [2.999, 3.999]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testVariableHyperParams,assert_almost_equal,126,"self.assertAlmostEqual(0.1, optimizer.learning_rate.numpy())"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testVariableHyperParams,assert_allclose,128,"self.assertAllClose([[0.899, 1.899], [2.899, 3.899]], [x.numpy() for x in parameters], rtol=0.0001)"
sonnet/sonnet/src/optimizers/adam_test.py,AdamTest,testHyperParamDTypeConversion,assert_allclose,143,"self.assertAllClose([[0.999, 1.999], [2.999, 3.999]], [x.numpy() for x in parameters], rtol=0.0001)"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDense,assert_allclose,64,"self.assertAllClose([[0.5, 1.5], [2.7, 3.7]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDense,assert_allclose,68,"self.assertAllClose([[-0.45, 0.55], [2.13, 3.13]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDense,assert_allclose,72,"self.assertAllClose([[-1.805, -0.805], [1.317, 2.317]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDenseNesterov,assert_allclose,82,"self.assertAllClose([[0.05, 1.05], [2.43, 3.43]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDenseNesterov,assert_allclose,86,"self.assertAllClose([[-1.305, -0.305], [1.617, 2.617]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testDenseNesterov,assert_allclose,90,"self.assertAllClose([[-3.0245, -2.0245], [0.5853, 1.5853]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,110,"self.assertAllClose([[1.0 - 3.0 * 0.1], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,111,"self.assertAllClose([[3.0], [4.0 - 3.0 * 0.01]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,114,"self.assertAllClose([[0.7 - 3.0 * 0.19], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,115,"self.assertAllClose([[3.0], [3.97 - 3.0 * 0.019]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,118,"self.assertAllClose([[0.13 - 3.0 * 0.271], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparse,assert_allclose,119,"self.assertAllClose([[3.0], [3.913 - 3.0 * 0.0271]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,139,"self.assertAllClose([[0.43], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,140,"self.assertAllClose([[3.0], [3.943]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,143,"self.assertAllClose([[-0.383], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,144,"self.assertAllClose([[3.0], [3.8617]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,147,"self.assertAllClose([[-1.4147], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testSparseNesterov,assert_allclose,148,"self.assertAllClose([[3.0], [3.75853]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testVariableHyperParams,assert_allclose,161,"self.assertAllClose([[0.5, 1.5], [2.7, 3.7]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testVariableHyperParams,assert_almost_equal,165,"self.assertAlmostEqual(0.01, optimizer.learning_rate.numpy())"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testVariableHyperParams,assert_almost_equal,166,"self.assertAlmostEqual(0.09, optimizer.momentum.numpy())"
